"","year","month","day","hour","minute","second","artistName","trackName","Popularity","danceability","energy","acousticness","instrumentalness","tempo","hype","mean_tempo","mean_hype"
"362","2021","05","22","22","56","00","Glass Animals","Heat Waves",84,0.761,0.525,0.44,6.7e-06,80.87,32.30958675,80.87,31.0326780173333
"363","2021","05","23","00","40","00","Black Pumas","Colors",66,0.546,0.696,0.0887,1.84e-05,89.882,34.156598112,89.882,32.619082804
"364","2021","05","23","02","03","00","Glass Animals","Heat Waves",84,0.761,0.525,0.44,6.7e-06,80.87,32.30958675,80.87,32.619082804
"365","2021","05","23","23","45","00","Still Woozy","Window",71,0.714,0.483,0.436,2.3e-05,91.025,31.39106355,91.025,32.619082804
"366","2021","05","24","22","49","00","Still Woozy","Window",71,0.714,0.483,0.436,2.3e-05,91.025,31.39106355,91.025,31.39106355
"367","2021","05","25","03","50","00","Black Pumas","Colors",66,0.546,0.696,0.0887,1.84e-05,89.882,34.156598112,89.882,37.583520099
"368","2021","05","25","04","03","00","Still Woozy","Window",71,0.714,0.483,0.436,2.3e-05,91.025,31.39106355,91.025,37.583520099
"369","2021","05","25","05","19","00","girl in red","Rue",68,0.579,0.77,0.12,0.0553,125.011,55.73365413,125.011,37.583520099
"370","2021","05","25","13","44","00","Duncan Laurence","Arcade",87,0.45,0.329,0.818,0.00109,71.884,10.6424262,71.884,37.583520099
"371","2021","05","25","13","56","00","The Neighbourhood","Sweater Weather",89,0.612,0.807,0.0495,0.0177,124.053,61.267791852,96.7243,37.583520099
"372","2021","05","25","14","52","00","Glass Animals","Heat Waves",84,0.761,0.525,0.44,6.7e-06,80.87,32.30958675,80.87,37.583520099
"373","2021","05","26","16","57","00","Still Woozy","Window",71,0.714,0.483,0.436,2.3e-05,91.025,31.39106355,91.025,31.39106355
"374","2021","05","27","18","36","00","Glass Animals","Heat Waves",84,0.761,0.525,0.44,6.7e-06,80.87,32.30958675,80.87,32.30958675
"375","2021","05","30","21","39","00","Glass Animals","Heat Waves",84,0.761,0.525,0.44,6.7e-06,80.87,32.30958675,80.87,33.233092431
"376","2021","05","30","21","43","00","Black Pumas","Colors",66,0.546,0.696,0.0887,1.84e-05,89.882,34.156598112,89.882,33.233092431
